20	4.38	0.6414741105
40	8.99	0.9537596917
60	13.42	1.1277525158
80	17.99	1.2550311633
100	22.04	1.3432115902
150	32.92	1.5174598265
200	43.45	1.6379897808
250	54.52	1.7365558472
300	65.36	1.8153120435

