20	686.56	2.8366784972
40	1382.48	3.1406588572
60	2060.3	3.3139304625
80	2684.05	3.4287906019
100	3361.35	3.5265137357
150	5183.32	3.7146080215
200	6773.52	3.8308144175
250	8871.54	3.947999015
300	10221.92 4.0095324777

