5 0.41671045678215535 
10 0.4017518487380016 
15 1.3038555475912688 
20 1.0853407363962333 
25 1.890779660555495 
30 31.719211685716175 
35 46.48138474034408 
40 128.26131139047231 
50 163.13499153972703 
60 224.09083224708274 
70 346.6321027096103 
80 434.9496223535067 
90 557.3532013467932 
100 681.7439258217587 
150 1030.0172176633173 
200 1570.2547740593532 
250 2081.47173046726 
300 2693.9688359559714 
350 3270.015533492005 
400 3986.3153313914063 
450 4648.355483852387 
500 4898.716165972737 
