5 9 74.19999999999999 741.9999999999999 668.1359275330046 73.86407246699525 
10 12 111.29999999999998 1112.9999999999998 1002.2344752026136 110.7655247973862 
15 23 177.1 1771.0 1595.4186001540063 175.5813998459937 
20 31 221.89999999999998 2219.0 1998.7207050332968 220.27929496670322 
25 13 317.09999999999997 3170.9999999999995 2855.455675555621 315.5443244443786 
30 13 364.0 3640.0 3278.3669839516006 361.63301604839944 
35 15 403.2 4032.0 3631.092230053658 400.9077699463419 
40 15 469.00000000000006 4690.000000000001 4224.599705969453 465.40029403054814 
50 14 576.8000000000001 5768.000000000001 5267.418298770633 500.58170122936826 
60 16 704.1999999999998 7041.999999999998 6525.141117396291 516.8588826037076 
70 22 735.0000000000001 7350.000000000001 6803.84253828957 546.1574617104307 
80 24 910.0 9100.0 8538.616087755774 561.3839122442259 
90 28 989.0999999999996 9890.999999999996 9338.661264134777 552.3387358652199 
100 27 1088.5 10885.0 10309.394795910783 575.6052040892173 
150 34 1729.6999999999994 17296.999999999993 16683.19452479666 613.8054752033313 
200 45 2330.3000000000015 23303.000000000015 22655.561273861997 647.438726138018 
